id;assessmentDate;assessmentRound;assessedBy;approvedBy;documentationScreening;documentationPopulationReduction;documentationGeographicExtent;documentationPopulationSize;documentationQuantitativeAnalysis;scientificName;vernacularName;population;taxonID;scientificNameAuthorship;family;order;speciesGroup;redlistCategory;redlistCategoryCriteria;redlistCategoryUpDownListing;habitat.ecosystems;habitat.overallHabitatTypes;habitat.specificHabitatTypes;habitat.overallSubstrates;habitat.substrates;habitat.diets;habitat.dietsSpecies;habitat.dietsGenera;humidity.min;humidity.max;reaction.min;reaction.max;nutrient.min;nutrient.max;salinity.min;salinity.max;lightCondition.min;lightCondition.max;temperature.min;temperature.max;disturbance.min;disturbance.max;geography.extentOfOccurrence;geography.areaOfOccurrence;geography.numberOfLocations;geography.fragmented;reduction.amount;reduction.timespan;population.matureIndividuals;quantitativeAnalysis;additionalInformation.yearOfFirstRecord;additionalInformation.yearOfMostRecentRecord;additionalInformation.trend;extended.historicNumberOfLocalities;extended.historicTrendDescription;extended.native;extended.geographicExtentCrossesRegion;extended.threats;extended.overallThreats;extended.nationalDistribution;extended.totalDistribution;extended.commentsForUpdownListing;extended.commentsForNomenclature;extended.references;extended.commentsForAdditionalInformation;extended.additionalComments
9926;2018;2019;Peter Wind;Søren Grøntved;Blågrøn svingel er hjemmehørende i Danmark. Den er registreret i 347 ruder. Underarten er sandsynligvis underrapporteret i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Festuca rubra subsp. juncea;Blågrøn svingel;National;;(Hack.) K. Richt.;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Blågrøn svingel almindelig langs kysterne i hele Danmark.
9944;2018;2019;Peter Wind;Søren Grøntved;Marsk-svingels taksonomi vurderes at være uafklaret og sikker identifikation er vanskelig, da den i første række afskilles på valg af habitat (Schou m.fl. 2014). Derfor er viden om dette taxon utilstrækkelig til, at en rødlistevurdering kan foretages.;;;;;Festuca rubra subsp. litoralis;Marsk-svingel;National;;(G. Mey.) Auquier;Poaceae;Poales;Karplanter;DD;;;Terrestrisk;Kyst;Nedre strandeng;;Bar jord/sand;;;;;;;;;;;;;;;;;;;;;;;;;;1936;;Unknown;;Marsk-svingel er ifølge (Pedersen 1974) kendt fra Vadehavsområdet.;;True;;;Marsk-svingel er almindelig i marskområder i SV-Jylland. Underarten indgår i frøblandinger, der udsås på vejskrænter og vejrabatter. Den er registreret i 6 ruder i AFD (Hartvig 2015).;Marsk-svingel er udbredt på strandenge fra Skallingen, der er dens udbredelsesmæssigt naturlige nordgrænse, til Nordfrankrig (Auquier 1968).;;Synonymer: Festuca rubra L. f. litoralis C.A. Weber, Festuca rubra L. var. litoralis G. Mey., Festuca salina Natho. et Stohr. Marsk-svingel er svær at adskille morfologisk fra hovedarten rød svingel (Festuca rubra subsp. rubra). Adskillelse beror i første række på økologien ved at marsk-svingel vokser i marsken helt ud i Annelgræs-bæltet (Schou m.fl. 2014).;Auquier 1968, Hartvig 2015, Pedersen 1974, Schou m.fl. 2014;;
10978;2018;2019;Peter Wind;Søren Grøntved;Limfjords-vorterod er hjemmehørende i Danmark. Den er registreret på 83 lokaliteter i 50 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Ficaria verna subsp. fertilis;Limfjords-vorterod;National;;;Ranunculaceae;Ranunculales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1966;;Stable;;Limfjords-vorterod blev først erkendt i 1966 (Lægaard 1966, 1981). Nordgrænsen for dens naturlige udbredelse går gennem Danmark (Mossberg & Stenberg 2005).;;True;;;;;;;;;Limfjords-vorterod forekommer især i Limfjordsegnene i Nordvestjylland.
10985;2018;2019;Peter Wind;Søren Grøntved;Almindelig vorterod er hjemmehørende i Danmark. Den er registreret i 1295 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Ficaria verna subsp. verna;Almindelig vorterod;National;;;Ranunculaceae;Ranunculales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Almindelig vorterod forekommer i de fleste egne af Danmark.
10383;2018;2019;Peter Wind;Søren Grøntved;Ager-museurt anses her for hjemmehørende i Danmark. I forhold til Pedersen (1961) er arten i de seneste 2 årtier blevet markant hyppigere i Jylland i AFD (Hartvig 2015). Ager-museurt er registreret i 513 ruder i AFD (Hartvig 2015). Bestandsudvikling: I fremgang.;;;;;Filago arvensis;Ager-museurt;National;;L.;Asteraceae;Asterales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;Fremgangen for ager-museurt i Jylland kan skyldes braklægningsordningen 1993-2008 (Hartvig 2015).;;False;;;;;;;;;Ager-museurt forekommer bl.a. på marker, vejrabatter, ruderater og omkring bebyggelse. Den er i spredning i Danmark bl.a. som følge af braklægningsordningen 1993-2008.
9945;2018;2019;Peter Wind;Søren Grøntved;Kugle-museurt er hjemmehørende i Danmark. I forhold til Pedersen (1961b) er arten blevet hyppigere i Vest- og Nordjylland samt på dele af Øerne i AFD (Hartvig 2015). Kugle-museurt er registreret i 778 ruder i AFD (Hartvig 2015). Bestandsudvikling: I fremgang.;;;;;Filago vulgaris;Kugle-museurt;National;;Lam.;Asteraceae;Asterales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;Den øgede udbredelse af kugle-museurt kan bl.a. skyldes braklægning. Nordgrænsen for kugle-museurts udbredelse går gennem Danmark (Hultén & Fries 1986), men der er dog ikke enighed om den indigene udbredelse (Hartvig 2015).;;True;;;;;;;;;Kugle-museurt forekommer bl.a. på vejrabatter og -skrænter, omkring bebyggelse, ruderater, jernbaneterræner og havnepladser. Den er i spredning i Danmark bl.a. som følge af braklægningsordningen 1993-2008.
9939;2018;2019;Peter Wind;Søren Grøntved;Almindelig mjødurt er hjemmehørende i Danmark. Arten er registreret i 1258 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Filipendula ulmaria;Almindelig mjødurt;National;;(L.) Maxim.;Rosaceae;Rosales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Almindelig mjødurt forekommer i de fleste egne af Danmark.
9954;2018;2019;Peter Wind;Søren Grøntved;Knoldet mjødurt er hjemmehørende i Danmark. I forhold til Pedersen (1965) er arten blevet sjældnere i de indre dele af Sjælland i AFD, hvor den næsten kun overlever på gravhøje, samt på de sydlige Øer (Hartvig 2015). Knoldet mjødurt er registreret i 306 ruder i AFD (Hartvig 2015). Den har så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for arten.;;;;;Filipendula vulgaris;Knoldet mjødurt;National;;Moench;Rosaceae;Rosales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;Knoldet mjødurt forekommer på tør kalkbund eller morænejord i Thy, omkring Limfjorden, Østjylland og på Øerne.
9952;2018;2019;Peter Wind;Søren Grøntved;Skov-jordbær er hjemmehørende i Danmark. Arten er registreret i 788 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Fragaria vesca;Skov-jordbær;National;;L.;Rosaceae;Rosales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Skov-jordbær forekommer i de fleste egne af Danmark, men mangler i dele af Vest- og Sydvestjylland.
9948;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. I forhold til Pedersen (1965) er bakke-jordbær blevet sjældnere i Østjylland, på de sydlige dele af Øerne og Bornholm i AFD (Hartvig 2015).;;;Fragaria viridis;Bakke-jordbær;National;;Weston;Rosaceae;Rosales;Karplanter;NT;B2b;;Terrestrisk;Græsland og hede;Tørgræsland, Kalkgræsland, Sandgræsland;;Bar jord/sand, Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;136;I forhold til Pedersen (1965) er bakke-jordbær blevet sjældnere i Østjylland, på de sydlige dele af Øerne og Bornholm i AFD (Hartvig 2015).;;True;;;Bakke-jordbær er en arkæofyt. Den forekommer i de mere tørre, kystnære dele af Danmark, dvs. på Djursland, Samsø, Storebæltsregionen, Issefjord, Roskilde Fjord, Falster, Møn og Bornholm. Arten er registreret på 112 lokaliteter i 56 ruder i AFD (Hartvig 2015).;Bakke-jordbær forekommer naturligt i det meste af Europa bortset fra Den iberiske Halvø og De britiske Øer. Artens udbredelse når Centralasien. Nordvestgrænsen for dens naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;;Hartvig 2015, Hultén & Fries 1986, Pedersen 1965;Bestandsudviklingen for bakke-jordbær er i tilbagegang.;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Pedersen 1965).
9963;2018;2019;Peter Wind;Søren Grøntved;Tørst er hjemmehørende i Danmark. I forhold til Ødum (1968) synes dens hyppighed at være uændret i AFD (Hartvig 2015). Tørst er registreret i 781 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;Bestandsudviklingen for tørst er stabil.;;Frangula alnus;Tørst;National;;Mill.;Rhamnaceae;Rhamnales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Tørst forekommer i de fleste egne af Danmark.
9950;2018;2019;Peter Wind;Søren Grøntved;Ask er hjemmehørende i Danmark. Arten er registreret i 1302 ruder i AFD (Hartvig 2015). Mange af Danmarks asketræer er ramt af asketoptørre, og flere træer risikerer at gå ud. Foreløbig har sygdommen ikke nået et kritisk niveau i statens skove, for ask har en stor frøproduktion og spreder sig let. Bestandsudviklingen anses derfor at være stabil.;;;;;Fraxinus excelsior;Ask;National;;L.;Oleaceae;Oleales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Ask forekommer naturligt i morænelersområderne af Danmark. I egne med mere næringsfattig jordbund er den ofte plantet eller har spredt sig fra dyrkning (Ødum 1968).
9964;2018;2019;Peter Wind;Søren Grøntved;Almindelig guldstjerne er hjemmehørende i Danmark. I forhold til Jessen (1935) er arten blevet mere hyppig i Nordjylland i AFD (Hartvig 2015). Almindelig guldstjerne er registreret i 847 ruder i AFD (Hartvig 2015). Bestandsudvikling: I fremgang.;;;;;Gagea lutea;Almindelig guldstjerne;National;;(L.) Ker Gawl.;Liliaceae;Liliales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;;;False;;;;;;;;;Almindelig guldstjerne forekommer i de fleste egne af Danmark især i de mere næringsrige dele.
9966;2018;2019;Peter Wind;Søren Grøntved;Liden guldstjerne er hjemmehørende i Danmark. I forhold til Jessen (1935) er dens udbredelse i grove træk den samme i AFD, men der er ringe sammenfald af lokaliteter (Hartvig 2015). Liden guldstjerne er registreret i 54 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Gagea minima;Liden guldstjerne;National;;(L.) Ker Gawl.;Liliaceae;Liliales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;Nordvestgrænsen for liden guldstjernes naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;True;;;;;;;;;Liden guldstjerne forekommer spredt på næringsrig jordbund i Østjylland og på Øerne.
9967;2018;2019;Peter Wind;Søren Grøntved;Eng-guldstjerne er hjemmehørende i Danmark. I forhold til Jessen (1935) er arten blevet hyppigere især i Nordjylland, på Fyn og i Nordsjælland i AFD, mens den synes at være blevet sjældnere på Bornholm (Hartvig 2015). Eng-guldstjerne er registreret i 84 ruder i AFD (Hartvig 2015). Mange af bestandene er ganske individrige. Bestandsudvikling: Stabil.;;;;;Gagea pratensis;Eng-guldstjerne;National;;(Pers.) Dumort.;Liliaceae;Liliales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;Arten er blevet målrettet eftersøgt bl.a. på Fyn og i Sydsjælland samt på Lolland, Falster og Møn (Fauholdt 2006, Faurholdt et al. 1999, Tranberg et al. 2001, 2004, 2005, 2006, 2007). Derved er den blevet registreret på flere, nye voksesteder både på egentlige naturlokaliteter som strandoverdrev og strandskrænter og omkring kirkegårde. Nordvestgrænsen for eng-guldstjernes naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;True;;;;;;;;;Eng-guldstjernes hovedudbredelsesområde i Danmark er den sydøstlige del af landet.
9962;2018;2019;Peter Wind;Søren Grøntved;Hylster-guldstjerne er hjemmehørende i Danmark. Arten er registreret i 384 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Gagea spathacea;Hylster-guldstjerne;National;;(Hayne) Salisb.;Liliaceae;Liliales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;Nordvestgrænsen for hylster-guldstjernes naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;True;;;;;;;;;Hyster-guldstjerne forekommer på muldbund i skove i de fleste egne af Danmark, men mangler i Nordvest- og Vestjylland.
9977;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Skov-hanekro er ret almindelig i hele landet. Den er noget kulturbegunstiget.;;;Galeopsis bifida;Skov-hanekro;National;;Boenn.;Lamiaceae;Lamiales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;Skov-hanekro er registreret i 1206 ruder i AFD (Hartvig 2015).;Skov-hanekro er udbredt i Europa og Asien. Udbredelsen strækker sig fra Island, De britiske Øer og Frankrig over det nordlige Middelhavsområde og mod øst til Japan. Arten når Nordskandinavien, men holder sig overvejende i det tempererede bælte. Den er indslæbt til Nordamerika (Hultén & Fries 1986).;;Synonym: G. tetrahit L. ssp. bifida (Boenn.) Fries;;Bestandsudviklingen for skov-hanekro er stabil.;
9980;2018;2019;Peter Wind;Søren Grøntved;Burre-snerre er hjemmehørende i Danmark. I forhold til Pedersen (1956) er arten blevet mere hyppig i Danmark i AFD, især i Vestjylland (Hartvig 2015). Burre-snerre er registreret i 1378 ruder i AFD (Hartvig 2015). Bestandsudvikling: stabil eller i fremgang, da arten er stærkt kulturspredt.;;;;;Galium aparine;Burre-snerre;National;;L.;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;;;False;;;;;;;;;Burre-snerre er almindelig over det meste af landet, dog hist og her i Vest- og Nordjylland.
9986;2018;2019;Peter Wind;Søren Grøntved;Trenervet snerre er hjemmehørende i Danmark. I forhold til Pedersen (1956) er arten generelt blevet sjældnere i AFD, men den er dog nyfundet på Læsø (Hartvig 2015). Trenervet snerre er registreret i 302 ruder i AFD (Hartvig 2015). Bestandsudvikling: I tilbagegang bl.a. på grund af ødelæggelse af voksestederne, men arten har stadig så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for den.;;;;;Galium boreale;Trenervet snerre;National;;L.;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;Trenervet snerre forekommer hist og her i Nordjylland, på Sjælland og Bornholm og er i øvrigt sjælden.
9989;2018;2019;Peter Wind;Søren Grøntved;Hvid snerre er hjemmehørende i Danmark. Hvid snerre er registreret i 1149 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Galium mollugo;Hvid snerre;National;;L.;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Hvid snerre er almindelig over det meste af landet, dog hist og her i Vestjylland og på Bornholm.
9991;2018;2019;Peter Wind;Søren Grøntved;Skovmærke er hjemmehørende i Danmark. I forhold til Pedersen (1956) er arten mere hyppig i Vest- og Nordvestjylland i AFD (Hartvig 2015). Skovmærke er registreret i 779 ruder i AFD (Hartvig 2015). Bestandsudvikling: I fremgang.;;;Bestandsudviklingen for skovmærke er i fremgang.;;Galium odoratum;Skovmærke;National;;(L.) Scop.;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;;;False;;;;;;;;;Skovmærke er almindelig i Østjylland og på Øerne og sjælden i Nord- og Vestjylland.
9987;2018;2019;Peter Wind;Søren Grøntved;Vand-snerre er hjemmehørende i Danmark. Vand-snerre er registreret i 55 ruder. Underarten er stærkt underrapporteret i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Galium palustre subsp. elongatum;Vand-snerre;National;;(C. Presl.) Lange;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;True;;;;;;;;;Vand-snerre forekommer spredt over det meste af Danmark.
9993;2018;2019;Peter Wind;Søren Grøntved;Kær-snerre er hjemmehørende i Danmark. Kær-snerre er registreret i 1245 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;Bestandsudviklingen for kær-snerre er stabil.;;Galium palustre subsp. palustre;Kær-snerre;National;;;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Kær-snerre er almindelig over det meste af Danmark.
9998;2018;2019;Peter Wind;Søren Grøntved;Lyng-snerre er hjemmehørende i Danmark. I forhold til Pedersen (1956) har arten været i tilbagegang især i Sydøstdanmark i AFD, undtagen på Bornholm, hvor arten tilsyneladende har spredt sig (Hartvig 2015). Lyng-snerre er registreret i 766 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil eller i svag tilbagegang.;;;;;Galium saxatile;Lyng-snerre;National;;L.;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Lyng-snerre er ret almindelig i Vest-, Nord- og Midtjylland, Fyn og Nordsjælland, i øvrigt hist og her til sjælden.
9992;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. GeoCAT kortet er suppleret med en prik på Peberholm i overensstemmelse med udbredelseskortet i AFD (Hartvig 2015). I forhold til Pedersen (1956) er liden snerre gået stærkt tilbage i Vest- og Østjylland samt på Fyn i AFD (Hartvig 2015),;;;Galium sterneri;Liden snerre;National;;Ehrend.;Rubiaceae;Gentianales;Karplanter;NT;B2b;;Terrestrisk;Græsland og hede;Sandgræsland, Tørgræsland, Kalkgræsland;;Bar jord/sand, Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178;I forhold til Pedersen (1956) er liden snerre gået stærkt tilbage i Vest- og Østjylland samt på Fyn i AFD (Hartvig 2015), mens den har fortsat mange bestande på Vadehavsøerne og i den nordlige del af Jylland, samt den er registreret på Anholt.;;False;;;Liden snerre er en hjemmehørende arkæofyt. Arten er registreret i 71 ruder i AFD (Hartvig 2015).;Liden snerre i bred forstand er i Nordeuropa udbredt på Island, i Sydengland, det sydlige Norge og Sverige. Sydgrænsen går fra Sydfrankrig, over Alperne til Polen (Hultén & Fries 1986).;;Synonym: Galium pumilum L. ssp. septentrionale Sterner.;Hartvig 2015, Hultén & Fries 1986, Pedersen 1956;Liden snerre forekommer hist og her i Vest- og Nordjylland og på Fyn. Den er sjælden eller manglende i Østjylland og helt manglende øst for Storebælt.;Antallet af lokaliteter, hvor liden snerre tidligere har været kendt fra, er fremkommet ved at optælle antallet af prikker på udbreddelseskortet i TBU-afhandlingen (Pedersen 1956). På kortet er store dele af Midtjylland og Himmerland samt det nordlige Thy, det vestlige Vendsyssel og Vestfyn skraveret, hvilket markerer, at Pedersen opfatter arten som forekommende hist og her.
10012;2018;2019;Peter Wind;Søren Grøntved;Sump-snerre er hjemmehørende i Danmark. Arten er registreret i 699 ruder. Den kan være overrapporteret for kær-snerre i AFD, idet halvdelen af de 30 belæg indsendt som mulig sump-snerre viste sig at være kær-snerre (Hartvig 2015). Bestandsudvikling: Antagelig stabil.;;;;;Galium uliginosum;Sump-snerre;National;;L.;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Sump-snerre er ret almindelig over det meste af Danmark, dog hist og her i Nord- og Vestjylland
10002;2018;2019;Peter Wind;Søren Grøntved;Krat-snerre er med sikkerhed blevet registreret i AFD (Hartvig 2015), hvorfor artens status er ukendt. Der stilles i AFD spørgsmålstegn ved dens validitet som selvstændig art i forhold til liden snerre (Galium sterneri).;;;;;Galium valdepilosum;Krat-snerre;National;;Heinr. Braun;Rubiaceae;Gentianales;Karplanter;DD;;;Terrestrisk;Skov og krat, Græsland og hede;Tørgræsland, Kalkgræsland, Tør skovlysning, Sandgræsland;;Bar jord/sand, Kalk;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;;Krat-snerre har tidligere været fundet på omkring 25 lokaliteter fra Sydjylland til Himmerland (Pedersen 1956). I forbindelse med NOVANA artsovervågning 2005-2006 er krat-snerre ikke blevet genfundet på de tidligere voksesteder, hvorfor den må anses for at være forsvundet i takt med tilgroningen af egekrattene. Den er senest fundet på én lokalitet ved Mønsted (H. Øllgaard, pers.meddl. 2009).;;True;;;Krat-snerre er en hjemmehørende arkæofyt. Arten er ikke registreret med sikkerhed i AFD, da det et spørgsmål, om den kan opretholdes som et selvstændigt taxon, da den er vanskelig at adskille den fra liden snerre (Hartvig 2015).;Krat-snerre er endemisk for Danmark og menes at have udviklet sig i postglacial tid som en art tilpasset lyse egeskove og krat (Pedersen 1956).;;Synonym: Galium pumilum L. ssp. slesvicense Sterner;Hartvig 2015, Pedersen 1956;;Krat-snerre er kun kendt fra Midtjylland, hvor der er et nyere fund nær Viborg.
10006;2018;2019;Peter Wind;Søren Grøntved;Bestandsudviklingen for gul snerre er stabil.;;;;;Galium verum;Gul snerre;National;;L.;Rubiaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;I forhold til Pedersen (1956) er gul snerres udbredelse i store træk den samme i AFD (Hartvig 2015).;;False;;;Gul snerre er en hjemmehørende arkæofyt. Gul snerre er registreret i 1193 ruder i AFD (Hartvig 2015).;Gul snerre i bred forstand er udbredt i store dele af Europa og Asien. Den er udbredt i hele Europa undtagen Island, Færøerne og Sydspanien (Hultén & Fries 1986).;;;Hartvig 2015, Hultén & Fries 1986, Larsen 1956;Gul snerre er almindelig over det meste af Danmark. Den trives på vejkanter og tilhørende skrænter, hvor den ofte udsås.;
10005;2018;2019;Peter Wind;Søren Grøntved;Engelsk visse er hjemmehørende i Danmark. I forhold til Jessen (1931) er arten generet blevet mindre hyppig og tilsyneladende forsvundet fra Fyn i AFD (Hartvig 2015). Engelsk visse er registreret i 435 ruder i AFD (Hartvig 2015). Den har så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for arten.;;;;;Genista anglica;Engelsk visse;National;;L.;Fabaceae;Fabales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nordgrænsen for engelsk visses naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;;;;;;;;;;Engelsk visse er hjemmehørende og forekommer i det meste af Jylland, især på den næringsfattige jordbund (Jessen 1931). Der foreligger enkelt angivelser fra Fyn, men arten er ikke registreret her i nyere tid.
10016;2018;2019;Peter Wind;Søren Grøntved;Tysk visse er hjemmehørende i Danmark. Den blev sidst observeret i 1975 i kanten af Gasse Skrøp (Hamann & Olsen 1976).;;;;;Genista germanica;Tysk visse;National;;L.;Fabaceae;Fabales;Karplanter;RE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tysk visse er forsvundet fra Danmark. Arten er registreret på omkring 20 lokaliteter og voksede i Danmark på tør hede og i lysåben egekrat. Den blev sidst observeret i 1975 i kanten af Gasse Skrøp (Hamann & Olsen 1976). Nordvestgrænsen for tysk visses naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;;;;;;;;;;
10008;2018;2019;Peter Wind;Søren Grøntved;Håret visse er hjemmehørende i Danmark. Dens udbredelsesområde er i store træk som i Jessen (1931), men arten er generelt blevet sjældnere i AFD (Hartvig 2015). Håret visse er registreret på 320 lokaliteter i 160 ruder i AFD (Hartvig 2015). Den har så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for arten.;;;;;Genista pilosa;Håret visse;National;;L.;Fabaceae;Fabales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nordgrænsen for håret visses naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;;;;;;;;;;Håret visse forekommer i Jylland, især på næringsfattig jordbund på heder og overdrev. Ved hede- og overdrevsundersøgelsen blev arten registreret i 57 ruder alle i Jylland (Petersen 1996).
10013;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Prikkerne på Lolland og Læsø er slettet.;;;Genista tinctoria;Farve-visse;National;;L.;Fabaceae;Fabales;Karplanter;LC;;;Terrestrisk;Græsland og hede;Tør hede/klithede, Sandgræsland, Tørgræsland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;I forhold til Jessen (1931) er arten blevet markant sjældnere inden for sit udbredelsesområde, især i Øst- og Sydjylland samt i dele af Vestjylland I AFD (Hartvig 2015), en tilbagegang, der anses for at være af ældre dato.;;False;;;Farve-visse er en hjemmehørende arkæofyt. Farve-visse er registreret på 335 lokaliteter i 221 ruder i AFD (Hartvig 2015).;Farve-visse forekommer naturligt i det meste af Europa og har nordgrænse i Mellemskandinavien. Arten når Kaukasus i sødøst (Hultén & Fries 1986).;;;Hartvig 2015, Hultén & Fries 1986, Jessen 1931;.;Farve-visse forekommer i det meste af Jylland, især på mere næringsfattig jordbund på heder, overdrev og vejrabatter.
10014;2018;2019;Peter Wind;Søren Grøntved;Klokke-ensian er hjemmehørende i Danmark. I Hansen (1958) var arten mere udbredt især i Nordjylland, men også i dele af Østjylland samt i Nordvestsjælland i forhold til AFD (Hartvig 2015). Klokke-ensian er registreret på 227 lokaliteter i 125 ruder i AFD (Hartvig 2015). Den har så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for arten.;;;;;Gentiana pneumonanthe;Klokke-ensian;National;;L.;Gentianaceae;Gentianales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Klokke-ensian blev senest registreret på Overby Lyng på Sjællands Odde i slutningen af 1980'erne.;;False;;;;;;;;;Klokke-ensian forekommer nu kun i Jylland og på Læsø, hvor den vokser i hedemoder, klitheder, klitlavninger og vældmoser. Arten kan remontere efter nedskæring, hvilket bl.a. kan ses ved Skånsø, hvor bestanden slås regelmæssigt
